binID,chr,start,end,count,blID,blType
325,chr4,7863000,7865000,581,hsHSR_298,2
326,chr4,9212700,9369600,7824,hsHSR_299,2
327,chr4,40291700,40318200,15830,hsHSR_300,2
328,chr4,49077200,51816100,120555,hsHSR_301,2
329,chr4,55327200,55329200,3353,hsHSR_302,2
330,chr4,77994000,78009600,8612,hsHSR_303,2
331,chr4,119274400,119301700,5294,hsHSR_304,2
332,chr4,146285100,146305300,4053,hsHSR_305,2
333,chr4,162420500,162422400,56,hsHSR_306,2
334,chr4,166554300,166581300,5335,hsLM_28,1
335,chr4,181238800,181242300,796,hsLM_29,1
336,chr4,189232500,189236300,2066,hsHSR_307,2
337,chr4,189834900,189849700,4576,hsHSR_308,2
338,chr4,189877500,190023700,42280,hsHSR_309,2
339,chr4,190048600,190214500,19024,hsHSR_310,2
340,chr5,0,44100,16921,hsHSR_311,2
341,chr5,548300,564100,6318,hsHSR_312,2
342,chr5,647600,651700,291,hsHSR_313,2
343,chr5,1326100,1334600,330,hsHSR_314,2
344,chr5,2144600,2147800,220,hsHSR_315,2
345,chr5,2489800,2491700,50,hsHSR_316,2
346,chr5,3322100,3325100,91,hsHSR_317,2
347,chr5,6967700,6971700,972,hsHSR_318,2
348,chr5,17516800,17600200,9876,hsHSR_319,2
349,chr5,21477600,21497600,8517,hsHSR_320,2
350,chr5,25381400,25384300,1706,hsHSR_321,2
351,chr5,34177900,34244800,10450,hsHSR_322,2
352,chr5,45522900,45525200,819,hsHSR_323,2
353,chr5,45743000,45744800,817,hsHSR_324,2
354,chr5,46433900,46687700,3258,hsHSR_325,2
355,chr5,46708100,50165300,105232,hsHSR_326,2
356,chr5,60759700,60762500,703,hsHSR_327,2
357,chr5,63320900,63335500,4550,hsHSR_328,2
358,chr5,69540700,71359500,419078,hsHSR_329,2
359,chr5,71850000,71852800,1162,hsHSR_330,2
360,chr5,74685400,74712400,23527,hsHSR_331,2
361,chr5,78452400,78457600,1613,hsHSR_332,2
362,chr5,78848400,78872800,14518,hsHSR_333,2
363,chr5,80649100,80653100,3600,hsHSR_334,2
364,chr5,85641800,85662700,5393,hsHSR_335,2
365,chr5,93947500,93948900,740,hsHSR_336,2
366,chr5,94567100,94570400,938,hsHSR_337,2
367,chr5,100045500,100076300,11978,hsHSR_338,2
368,chr5,106425500,106429500,1105,hsHSR_339,2
369,chr5,109259500,109265400,2473,hsHSR_340,2
370,chr5,111302100,111308300,2613,hsHSR_341,2
371,chr5,114156700,114158300,508,hsHSR_342,2
372,chr5,119904000,119905600,829,hsHSR_343,2
373,chr5,123760300,123762200,1192,hsHSR_344,2
374,chr5,134922500,134929400,14196,hsHSR_345,2
375,chr5,139005500,139011600,2958,hsHSR_346,2
376,chr5,146610000,146615500,2017,hsHSR_347,2
377,chr5,153071100,153077000,2543,hsHSR_348,2
378,chr5,156658300,156665400,1110,hsHSR_349,2
379,chr5,161606000,161611700,2532,hsHSR_350,2
380,chr5,171083900,171090200,2881,hsHSR_351,2
381,chr5,175904500,176118000,86109,hsHSR_352,2
382,chr5,176590700,176593000,421,hsHSR_353,2
383,chr5,177636700,177684700,30641,hsHSR_354,2
384,chr5,177960500,177981400,6571,hsHSR_355,2
385,chr5,178584600,178586600,293,hsHSR_356,2
386,chr5,181172600,181538200,92015,hsHSR_357,2
387,chr6,256500,382800,27655,hsHSR_358,2
388,chr6,861500,864200,153,hsHSR_359,2
389,chr6,1052800,1054800,1367,hsHSR_360,2
390,chr6,26669200,26832300,17931,hsHSR_361,2
391,chr6,33484600,33486400,3430,hsHSR_362,2
392,chr6,34070600,34074000,232,hsHSR_363,2
393,chr6,38262000,38301600,17308,hsHSR_364,2
394,chr6,39455800,39460500,1492,hsHSR_365,2
395,chr6,44043600,44080000,7215,hsHSR_366,2
396,chr6,44180600,44182900,889,hsHSR_367,2
397,chr6,51874900,51901300,9107,hsHSR_368,2
398,chr6,54961900,54967400,2090,hsHSR_369,2
399,chr6,58432200,60242300,57974,hsHSR_370,2
400,chr6,61321800,61493000,2641,hsHSR_371,2
401,chr6,61573200,61575100,1717,hsLM_30,1
402,chr6,61661900,61673400,1284,hsHSR_372,2
403,chr6,103709000,103715100,2476,hsHSR_373,2
404,chr6,115254900,115256800,881,hsHSR_374,2
405,chr6,143799900,143801800,3106,hsHSR_375,2
406,chr6,156035300,156040100,1616,hsHSR_376,2
407,chr6,157309500,157324800,4795,hsHSR_377,2
408,chr6,160611700,160647400,1335,hsHSR_378,2
409,chr6,170145300,170147200,109,hsHSR_379,2
410,chr6,170376900,170401000,2597,hsHSR_380,2
411,chr6,170465400,170468400,59,hsHSR_381,2
412,chr7,0,49600,5591,hsHSR_382,2
413,chr7,224500,241300,453,hsHSR_383,2
414,chr7,904700,907100,48,hsLM_31,1
415,chr7,1271400,1273500,889,hsHSR_384,2
416,chr7,45251000,45253000,1119,hsHSR_385,2
417,chr7,56369500,56375600,3083,hsHSR_386,2
418,chr7,57485300,57497800,1406,hsHSR_387,2
419,chr7,57611600,57637700,3160,hsLM_32,1
420,chr7,58031800,60997400,59460,hsHSR_388,2
421,chr7,61017800,61075200,1018,hsHSR_389,2
422,chr7,61102900,61725200,10999,hsLM_33,1
423,chr7,62265700,62409500,7848,hsHSR_390,2
424,chr7,62430000,62520600,1151,hsHSR_391,2
425,chr7,65488000,65496500,2146,hsHSR_392,2
426,chr7,100951400,100968300,2849,hsHSR_393,2
427,chr7,100991500,101004600,710,hsHSR_394,2
428,chr7,102474700,102686400,132628,hsHSR_395,2
429,chr7,142665100,142668500,132,hsHSR_396,2
430,chr7,144180800,144377300,51055,hsLM_34,1
431,chr7,145996400,146018600,3186,hsHSR_397,2
432,chr7,152375800,152435100,44952,hsHSR_398,2
433,chr7,158131400,158156200,5686,hsHSR_399,2
434,chr7,158594300,158596200,692,hsHSR_400,2
435,chr7,158893100,158918100,10760,hsHSR_401,2
436,chr7,159334900,159345900,185,hsHSR_402,2
437,chr8,7209800,7914700,103700,hsHSR_403,2
438,chr8,7940500,8075700,19717,hsHSR_404,2
439,chr8,8128200,8204600,31047,hsHSR_405,2
440,chr8,12136900,12614300,131275,hsHSR_406,2
441,chr8,43236700,43262600,2842,hsHSR_407,2
442,chr8,43937900,45969600,32272,hsHSR_408,2
443,chr8,46829400,46832000,442,hsHSR_409,2
444,chr8,57204900,57216100,984,hsHSR_410,2
445,chr8,59168700,59170400,645,hsHSR_411,2
446,chr8,67584500,67592700,1745,hsHSR_412,2
447,chr8,69688400,69691100,820,hsHSR_413,2
448,chr8,71406700,71412400,2355,hsHSR_414,2
449,chr8,75444100,75448200,1139,hsHSR_415,2
450,chr8,81841500,81851900,2142,hsHSR_416,2
451,chr8,85642100,85829300,13738,hsHSR_417,2
452,chr8,88685900,88691700,2107,hsHSR_418,2
453,chr8,96171200,96173100,47,hsHSR_419,2
454,chr8,99494900,99496800,1258,hsHSR_420,2
455,chr8,105789200,105793800,1639,hsHSR_421,2
456,chr8,141491400,141493500,111,hsHSR_422,2
457,chr8,141871100,141875200,107,hsHSR_423,2
458,chr8,143641400,143670500,16434,hsHSR_424,2
459,chr8,144124800,144137600,18295,hsHSR_425,2
460,chr9,319900,322400,68,hsHSR_426,2
461,chr9,33656600,33660000,395,hsHSR_427,2
462,chr9,35912600,35915300,828,hsHSR_428,2
463,chr9,38824200,39089400,98734,hsHSR_429,2
464,chr9,39846200,40771100,101228,hsHSR_430,2
465,chr9,40792500,41323100,68904,hsHSR_431,2
466,chr9,41492300,41635600,18679,hsHSR_432,2
467,chr9,41661300,42119600,119794,hsLM_35,1
468,chr9,42364000,42410600,15362,hsHSR_433,2
469,chr9,42899400,42901300,976,hsHSR_434,2
470,chr9,43263100,61518900,185754,hsHSR_435,2
471,chr9,61735300,63548000,267835,hsHSR_436,2
472,chr9,63761400,64027300,31291,hsHSR_437,2
473,chr9,64135000,65390600,100763,hsHSR_438,2
474,chr9,65579400,66874600,200703,hsHSR_439,2
475,chr9,66959000,68398100,258483,hsHSR_440,2
476,chr9,70037200,70039600,813,hsHSR_441,2
477,chr9,76174300,76176200,501,hsHSR_442,2
478,chr9,83222900,83226900,1151,hsHSR_443,2
479,chr9,85071600,85075100,1266,hsHSR_444,2
480,chr9,85164800,85166100,449,hsHSR_445,2
481,chr9,108502000,108506600,1472,hsHSR_446,2
482,chr9,134164500,134185500,4557,hsHSR_447,2
483,chr9,137326800,137330600,1390,hsHSR_448,2
484,chr9,137715200,137722200,1353,hsLM_36,1
485,chr9,137841200,137846800,2796,hsLM_37,1
486,chr9,138222000,138394700,19313,hsHSR_449,2
12,chr10,0,45700,6992,hsLM_3,1
13,chr10,38481300,38596500,4358,hsHSR_10,2
14,chr10,38782600,38967900,9235,hsHSR_11,2
15,chr10,39901300,41712900,24679,hsHSR_12,2
16,chr10,41838900,42107300,43409,hsHSR_13,2
17,chr10,42279400,42322500,7894,hsHSR_14,2
18,chr10,126946300,126953400,2414,hsLM_4,1
19,chr10,133625800,133797400,15252,hsHSR_15,2
20,chr11,0,194500,15706,hsLM_5,1
21,chr11,518900,520700,792,hsLM_6,1
22,chr11,584400,586500,3185,hsHSR_16,2
23,chr11,964100,966000,74,hsLM_7,1
24,chr11,1015700,1019300,340,hsHSR_17,2
25,chr11,1091000,1098200,392,hsLM_8,1
26,chr11,3652800,3655600,2202,hsHSR_18,2
27,chr11,10506900,10511100,2512,hsHSR_19,2
28,chr11,28206300,28236700,7067,hsHSR_20,2
29,chr11,50813600,54383000,48581,hsHSR_21,2
30,chr11,61084500,61130400,14386,hsHSR_22,2
31,chr11,70370400,70372400,982,hsHSR_23,2
32,chr11,73509800,73511700,390,hsHSR_24,2
33,chr11,77885600,77887600,1448,hsHSR_25,2
34,chr11,93417500,93427700,3962,hsHSR_26,2
35,chr11,94232700,94240400,3278,hsHSR_27,2
36,chr11,103408700,103410600,54,hsHSR_28,2
37,chr11,121175000,121187000,7028,hsHSR_29,2
38,chr11,131679500,131681500,81,hsHSR_30,2
39,chr11,135075600,135086600,299,hsHSR_31,2
40,chr12,0,77800,21688,hsHSR_32,2
41,chr12,371800,422400,40994,hsHSR_33,2
42,chr12,2254900,2257000,537,hsHSR_34,2
43,chr12,2519800,2540500,2519,hsLM_9,1
44,chr12,5928900,5933000,119,hsLM_10,1
45,chr12,20550500,20552400,116,hsLM_11,1
46,chr12,20768400,20770300,2858,hsHSR_35,2
47,chr12,29790400,29834600,15780,hsHSR_36,2
48,chr12,34715400,37269100,33791,hsHSR_37,2
49,chr12,41362700,41364600,231,hsHSR_38,2
50,chr12,61471100,61473000,1843,hsHSR_39,2
51,chr12,66473900,66475800,1295,hsHSR_40,2
52,chr12,101147000,101155000,2371,hsHSR_41,2
53,chr12,113079600,113081500,2004,hsHSR_42,2
54,chr12,124430500,124440300,1626,hsHSR_43,2
55,chr12,124905900,124941800,25144,hsHSR_44,2
56,chr12,130386400,130394100,598,hsHSR_45,2
57,chr12,131475300,131478600,1321,hsHSR_46,2
58,chr12,131576000,131589700,1067,hsHSR_47,2
59,chr12,132223300,132243400,568,hsHSR_48,2
60,chr12,132455100,132465200,3869,hsHSR_49,2
61,chr12,133249000,133275300,5180,hsHSR_50,2
62,chr13,16087600,16165300,1107,hsHSR_51,2
63,chr13,16226300,18171400,23856,hsHSR_52,2
64,chr13,18211000,18216100,816,hsHSR_53,2
65,chr13,57140500,57172500,1316,hsHSR_54,2
66,chr13,109423200,109425200,943,hsHSR_55,2
67,chr13,114353300,114364300,920,hsLM_12,1
68,chr14,0,18670900,111172,hsHSR_56,2
69,chr14,18695400,19724300,132070,hsHSR_57,2
70,chr14,23033300,23098600,29680,hsHSR_58,2
71,chr14,26629300,26634900,2303,hsHSR_59,2
72,chr14,31793800,31798100,1157,hsHSR_60,2
73,chr14,32483400,32486000,3165,hsHSR_61,2
74,chr14,34537100,34562600,22446,hsHSR_62,2
75,chr14,35947200,35950000,1669,hsHSR_63,2
76,chr14,37351000,37356700,2732,hsHSR_64,2
77,chr14,44025100,44027200,920,hsHSR_65,2
78,chr14,44705100,44709900,1512,hsHSR_66,2
79,chr14,45477100,45482500,1784,hsHSR_67,2
80,chr14,46865300,46866500,268,hsHSR_68,2
81,chr14,54235600,54240000,1626,hsHSR_69,2
82,chr14,57112100,57118100,2556,hsHSR_70,2
83,chr14,74711700,74729000,12070,hsHSR_71,2
84,chr14,86074000,86076000,672,hsHSR_72,2
85,chr14,86593300,86595200,808,hsHSR_73,2
86,chr14,88443700,88458100,6138,hsHSR_74,2
87,chr14,100525900,100527800,193,hsHSR_75,2
88,chr14,101267600,101272200,1321,hsHSR_76,2
89,chr14,101674400,101676400,903,hsHSR_77,2
90,chr14,104288100,104290200,84,hsHSR_78,2
91,chr14,105215000,105240900,4174,hsHSR_79,2
92,chr14,105568500,105583900,475,hsHSR_80,2
93,chr14,105616500,105618600,98,hsHSR_81,2
94,chr14,106326900,106367700,4295,hsHSR_82,2
95,chr15,0,17035000,1573,hsHSR_83,2
96,chr15,17058500,19790100,22475,hsHSR_84,2
97,chr15,20005600,22606300,541521,hsHSR_85,2
98,chr15,23125400,23357400,36848,hsHSR_86,2
99,chr15,25757700,25759100,177,hsLM_13,1
100,chr15,28304900,28683400,99058,hsHSR_87,2
101,chr15,30066300,30627500,135529,hsHSR_88,2
102,chr15,30844100,30859900,5582,hsHSR_89,2
103,chr15,32153700,32626200,115980,hsHSR_90,2
104,chr15,54925700,54932200,3704,hsHSR_91,2
105,chr15,56311200,56314600,1087,hsHSR_92,2
106,chr15,72635200,72687100,20326,hsHSR_93,2
107,chr15,74068100,74102000,5944,hsHSR_94,2
108,chr15,75254100,75299800,6388,hsHSR_95,2
109,chr15,77698600,77700600,83,hsHSR_96,2
110,chr15,82321000,82374600,10065,hsHSR_97,2
111,chr15,82421200,82541700,24363,hsHSR_98,2
112,chr15,84405300,84524700,25651,hsHSR_99,2
113,chr15,101752300,101764800,675,hsLM_14,1
114,chr15,101892700,101991100,11119,hsHSR_100,2
115,chr16,29430800,29566900,122240,hsLM_15,1
116,chr16,34061400,34121400,4218,hsHSR_101,2
117,chr16,34272000,34633100,52407,hsHSR_102,2
118,chr16,34657200,34672500,210,hsHSR_103,2
119,chr16,34694600,34772000,972,hsHSR_104,2
120,chr16,34832600,34922100,2138,hsHSR_105,2
121,chr16,34945600,35072500,25525,hsLM_16,1
122,chr16,36166300,36202400,569,hsHSR_106,2
123,chr16,36225200,46423000,76745,hsHSR_107,2
124,chr16,46449700,46467000,2334,hsHSR_108,2
125,chr16,90100500,90338300,19385,hsLM_17,1
126,chr17,0,137600,9610,hsHSR_109,2
127,chr17,294900,317900,2405,hsHSR_110,2
128,chr17,448200,510900,9656,hsHSR_111,2
129,chr17,1061500,1066100,1421,hsHSR_112,2
130,chr17,1307700,1312000,209,hsLM_18,1
131,chr17,19025700,19237400,133270,hsHSR_113,2
132,chr17,21783300,22054000,20019,hsHSR_114,2
133,chr17,22520400,22527300,1382,hsHSR_115,2
134,chr17,22745200,26629800,51866,hsHSR_116,2
135,chr17,26766800,26987200,12841,hsHSR_117,2
136,chr17,43227600,43324300,48876,hsHSR_118,2
137,chr17,45511500,45641300,117185,hsLM_19,1
138,chr17,53104900,53107300,114,hsHSR_119,2
139,chr18,0,64600,9740,hsHSR_120,2
140,chr18,105200,113200,12309,hsHSR_121,2
141,chr18,971000,976500,2366,hsHSR_122,2
142,chr18,2841300,2861500,10558,hsHSR_123,2
143,chr18,15367200,20940300,48636,hsHSR_124,2
144,chr18,46961600,47031700,3482,hsHSR_125,2
145,chr18,47852300,47854300,960,hsLM_20,1
146,chr18,52791800,52793800,178,hsHSR_126,2
147,chr18,74615900,74618100,343,hsHSR_127,2
148,chr18,76966200,76968500,40,hsHSR_128,2
149,chr18,78436900,78438700,103,hsLM_21,1
150,chr18,79013800,79040300,9483,hsHSR_129,2
151,chr18,79617800,79621500,1480,hsHSR_130,2
152,chr18,80257400,80373200,2930,hsHSR_131,2
153,chr19,0,271200,28284,hsHSR_132,2
154,chr19,7019100,7061300,17546,hsHSR_133,2
155,chr19,7449400,7452000,2096,hsHSR_134,2
156,chr19,8740100,8800500,15198,hsHSR_135,2
157,chr19,24330100,27274500,68065,hsHSR_136,2
158,chr19,27337600,27427400,3771,hsHSR_137,2
159,chr19,34386800,34393500,1877,hsHSR_138,2
160,chr19,34860600,34866200,2520,hsHSR_139,2
161,chr19,36267900,36313700,12697,hsHSR_140,2
162,chr19,37264900,37304300,9343,hsHSR_141,2
163,chr19,44393300,44416700,8534,hsHSR_142,2
164,chr19,47903000,47959700,10441,hsHSR_143,2
165,chr19,50090500,50140400,11372,hsHSR_144,2
166,chr19,58538700,58617600,22004,hsHSR_145,2
210,chr20,0,67900,475,hsHSR_183,2
211,chr20,26364200,28916900,64348,hsHSR_184,2
212,chr20,28939400,29264700,21649,hsHSR_185,2
213,chr20,30995400,31246000,18750,hsHSR_186,2
214,chr20,47893800,47900200,1400,hsHSR_187,2
215,chr21,0,8679600,504516,hsHSR_188,2
216,chr21,9159900,9735300,102958,hsHSR_189,2
217,chr21,10013900,10069600,11431,hsHSR_190,2
218,chr21,10094700,10505100,83261,hsHSR_191,2
219,chr21,10650900,12965800,40018,hsHSR_192,2
220,chr21,43212400,43280900,5322,hsHSR_193,2
221,chr21,46682700,46709900,2282,hsHSR_194,2
222,chr22,10687700,11428100,107212,hsHSR_195,2
223,chr22,11496900,11873100,45052,hsHSR_196,2
224,chr22,11976900,15154400,113850,hsHSR_197,2
225,chr22,16258000,16385800,4705,hsHSR_198,2
226,chr22,18175900,18947300,155968,hsHSR_199,2
227,chr22,20337400,20343300,366,hsHSR_200,2
228,chr22,21113500,21554000,164636,hsHSR_201,2
229,chr22,49972700,49975300,76,hsHSR_202,2
230,chr22,50642800,50644900,1189,hsHSR_203,2
231,chr22,50786600,50818400,3676,hsHSR_204,2
